FacilityId,ProductType,ResourceId,ResourceGroup,MoldNo,ProductId,MoldPcsSeq,MoldPcsQty,MoldDesc,ZZSTYLCODE,ZZGENDER,ZZPARTNO,ZZATCOLR,ZZCOLORCODE,ProductSize
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L01,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L01,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%MAGIC BEIGE F22,50%AELB,UK_10
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L01,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%MAGIC BEIGE F22,50%AELB,UK_10
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_10-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%MAGIC BEIGE F22,50%AELB,UK_8-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_3-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_11
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_10
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_7-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_7
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_7
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,UK_9,N,W,H0001,50%GUM 3,50%19F0,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,UK_5-,N,W,H0001,50%GUM 3,50%19F0,UK_5-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_5-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_8-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,65044,N,W,H0001,CORE BLACK,A0QM,UK_4-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,65044,N,W,H0001,CORE BLACK,A0QM,UK_6
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,3.5~13.5 (全叉）,N,M,H0001,CORE BLACK,A0QM,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,3.5~13.5 (全叉）,N,M,H0001,CORE BLACK,A0QM,UK_9-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,65044,N,W,H0001,CORE BLACK,A0QM,UK_5
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,65044,N,W,H0001,CORE BLACK,A0QM,UK_5-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L01,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L01,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%MAGIC BEIGE F22,50%AELB,UK_10
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L01,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%MAGIC BEIGE F22,50%AELB,UK_10
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_10-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%MAGIC BEIGE F22,50%AELB,UK_8-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_3-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_11
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_10
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_7-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_7
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,CHALK WHITE,077A,UK_7
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,UK_9,N,W,H0001,50%GUM 3,50%19F0,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,UK_5-,N,W,H0001,50%GUM 3,50%19F0,UK_5-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_5-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%WARM VANILLA S25,50%AFDM,UK_8-
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_9
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,18336,2412120000000000000,1,1,3~13.5,N,M,H0001,50%GUM5,50%27F0,UK_8
2210030000000000001 ,HR,2210030000000000000,RSk_RSM_L06,65044,2412120000000020000,1,1,65044,N,W,H0001,CORE BLACK,A0QM,UK_4-
